Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Elm Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Elder Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Holly Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Hornbeam Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Cedar Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Olive Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Sweetgum Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Locust Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Pear Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Maclura Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Brazilwood Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Logwood Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Rosewood Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Purpleheart Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Iroko Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Gingko Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Box Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Syzgium Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Pink Ivory Wood Planks (Fireproof)
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves
appliedenergistics2:facade:0, Cable Facade - Magical Planks
appliedenergistics2:facade:0, Cable Facade - Magical Wood
appliedenergistics2:facade:0, Cable Facade - Diagonal Wood
appliedenergistics2:facade:0, Cable Facade - Angel Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Redstone Clock
appliedenergistics2:facade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Border Stone
appliedenergistics2:facade:0, Cable Facade - Crossed Stone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - Stoneburnt
appliedenergistics2:facade:0, Cable Facade - Sandy Glass
appliedenergistics2:facade:0, Cable Facade - Truchet
appliedenergistics2:facade:0, Cable Facade - Blue Quartz
appliedenergistics2:facade:0, Cable Facade - Quartzburnt
appliedenergistics2:facade:0, Cable Facade - Rainbow Stone
appliedenergistics2:facade:0, Cable Facade - Thickened Glass
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Bordered)
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Patterned)
appliedenergistics2:facade:0, Cable Facade - Dark Glass
appliedenergistics2:facade:0, Cable Facade - Glowing Glass
appliedenergistics2:facade:0, Cable Facade - Redstone Glass
appliedenergistics2:facade:0, Cable Facade - Block of Enchanted Metal
appliedenergistics2:facade:0, Cable Facade - Block of Demon Metal
appliedenergistics2:facade:0, Cable Facade - Block of Evil Infused Iron
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Oil Shale
appliedenergistics2:facade:0, Cable Facade - Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Energized Netherrack
appliedenergistics2:facade:0, Cable Facade - Resonant End Stone
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Mana Infused Metal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Signalum
appliedenergistics2:facade:0, Cable Facade - Block of Lumium
appliedenergistics2:facade:0, Cable Facade - Block of Enderium
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Black Rockwool
appliedenergistics2:facade:0, Cable Facade - Red Rockwool
appliedenergistics2:facade:0, Cable Facade - Green Rockwool
appliedenergistics2:facade:0, Cable Facade - Brown Rockwool
appliedenergistics2:facade:0, Cable Facade - Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Purple Rockwool
appliedenergistics2:facade:0, Cable Facade - Cyan Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Pink Rockwool
appliedenergistics2:facade:0, Cable Facade - Lime Rockwool
appliedenergistics2:facade:0, Cable Facade - Yellow Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Magenta Rockwool
appliedenergistics2:facade:0, Cable Facade - Orange Rockwool
appliedenergistics2:facade:0, Cable Facade - White Rockwool
appliedenergistics2:facade:0, Cable Facade - Nickel-Iron Battery
appliedenergistics2:facade:0, Cable Facade - Nickel-Zinc Battery
appliedenergistics2:facade:0, Cable Facade - Zinc-Carbon Battery
appliedenergistics2:facade:0, Cable Facade - Zinc-Silver Battery
appliedenergistics2:facade:0, Cable Facade - Charge Trap
appliedenergistics2:facade:0, Cable Facade - Worldspike Point
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Block of Brass
appliedenergistics2:facade:0, Cable Facade - Abyssal Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Abyssal Block
appliedenergistics2:facade:0, Cable Facade - Ornate Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Etched Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Abyssal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Block
appliedenergistics2:facade:0, Cable Facade - Ornate Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Etched Bleached Bone Stone
appliedenergistics2:facade:0, Cable Facade - Bleached Bone Cobblestone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Block
appliedenergistics2:facade:0, Cable Facade - Ornate Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Etched Blood Stained Stone
appliedenergistics2:facade:0, Cable Facade - Blood Stained Cobblestone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Block
appliedenergistics2:facade:0, Cable Facade - Ornate Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Etched Frost Bound Stone
appliedenergistics2:facade:0, Cable Facade - Frost Bound Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infernal Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Infernal Block
appliedenergistics2:facade:0, Cable Facade - Ornate Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Etched Infernal Stone
appliedenergistics2:facade:0, Cable Facade - Infernal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quarried Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Quarried Block
appliedenergistics2:facade:0, Cable Facade - Ornate Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Etched Quarried Stone
appliedenergistics2:facade:0, Cable Facade - Quarried Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sandy Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Sandy Block
appliedenergistics2:facade:0, Cable Facade - Ornate Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Etched Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Sandy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Red Sandy Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Red Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Red Sandy Block
appliedenergistics2:facade:0, Cable Facade - Ornate Red Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Etched Red Sandy Stone
appliedenergistics2:facade:0, Cable Facade - Red Sandy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Nether Stone
appliedenergistics2:facade:0, Cable Facade - Nether Block
appliedenergistics2:facade:0, Cable Facade - Ornate Nether Stone
appliedenergistics2:facade:0, Cable Facade - Etched Nether Stone
appliedenergistics2:facade:0, Cable Facade - Nether Cobblestone
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Fitted Red Nether Stone
